machine_id,timestamp,temperature,vibration,pressure,rpm,motor_current
1,2026-08-15 13:49:51.900012,61.83,1.94,5.48,3531.59,11.43
1,2026-08-15 13:50:51.900012,60.21,2.12,5.44,3490.24,11.56
1,2026-08-15 13:51:51.900012,62.29,2.41,5.64,3504.97,11.09
1,2026-08-15 13:52:51.900012,60.8,2.09,5.79,3501.87,11.44
1,2026-08-15 13:53:51.900012,62.66,1.5,5.43,3522.07,11.98
1,2026-08-15 13:54:51.900012,61.74,2.14,5.55,3535.2,10.89
1,2026-08-15 13:55:51.900012,62.71,1.48,5.0,3472.69,11.0
1,2026-08-15 13:56:51.900012,63.09,2.24,5.23,3538.13,10.95
1,2026-08-15 13:57:51.900012,61.94,1.91,5.53,3536.84,11.86
1,2026-08-15 13:58:51.900012,62.46,2.24,5.61,3471.79,11.11
1,2026-08-15 13:59:51.900012,61.49,2.18,5.44,3600.0,11.05
1,2026-08-15 14:00:51.900012,60.74,2.28,5.81,3522.76,11.97
1,2026-08-15 14:01:51.900012,63.77,1.98,5.19,3476.06,12.03
1,2026-08-15 14:02:51.900012,60.33,2.02,5.56,3485.8,11.9
1,2026-08-15 14:03:51.900012,62.77,2.83,5.64,3472.58,11.2
1,2026-08-15 14:04:51.900012,61.08,2.35,5.38,3496.84,11.92
1,2026-08-15 14:05:51.900012,61.21,1.91,5.09,3451.29,11.2
1,2026-08-15 14:06:51.900012,62.58,2.43,5.5,3511.76,11.6
1,2026-08-15 14:07:51.900012,63.39,2.33,5.56,3454.51,12.01
1,2026-08-15 14:08:51.900012,62.55,2.45,5.49,3587.89,11.31
1,2026-08-15 14:09:51.900012,64.01,2.06,5.39,3449.22,11.43
1,2026-08-15 14:10:51.900012,63.81,2.31,5.65,3400.0,11.9
1,2026-08-15 14:11:51.900012,62.78,1.83,5.36,3499.9,12.46
1,2026-08-15 14:12:51.900012,60.85,1.87,5.8,3479.92,11.31
1,2026-08-15 14:13:51.900012,62.24,1.59,5.55,3445.57,12.0
1,2026-08-15 14:14:51.900012,62.13,2.82,5.56,3561.46,10.8
1,2026-08-15 14:15:51.900012,61.98,2.14,5.88,3424.36,12.06
1,2026-08-15 14:16:51.900012,62.84,2.56,5.66,3502.34,11.23
1,2026-08-15 14:17:51.900012,60.64,2.1,5.46,3590.91,11.18
1,2026-08-15 14:18:51.900012,62.53,1.48,5.41,3511.75,11.97
1,2026-08-15 14:19:51.900012,63.89,2.01,5.25,3520.6,11.8
1,2026-08-15 14:20:51.900012,62.74,1.79,5.75,3503.96,11.9
1,2026-08-15 14:21:51.900012,63.69,2.25,5.56,3596.88,11.65
1,2026-08-15 14:22:51.900012,61.81,2.07,5.83,3505.34,11.8
1,2026-08-15 14:23:51.900012,63.6,1.85,5.12,3513.47,11.64
1,2026-08-15 14:24:51.900012,61.45,2.34,5.63,3455.23,11.8
1,2026-08-15 14:25:51.900012,61.94,1.52,5.6,3497.97,11.11
1,2026-08-15 14:26:51.900012,62.81,2.21,5.37,3518.02,12.08
1,2026-08-15 14:27:51.900012,61.33,2.17,5.5,3600.0,10.49
1,2026-08-15 14:28:51.900012,63.03,1.93,5.48,3585.57,11.51
1,2026-08-15 14:29:51.900012,64.89,1.89,5.58,3477.91,11.14
1,2026-08-15 14:30:51.900012,62.28,1.94,5.54,3405.27,12.62
1,2026-08-15 14:31:51.900012,62.01,2.65,5.28,3513.16,13.0
1,2026-08-15 14:32:51.900012,61.17,1.52,5.38,3521.26,11.9
1,2026-08-15 14:33:51.900012,63.77,1.95,5.15,3480.42,12.2
1,2026-08-15 14:34:51.900012,62.78,1.36,5.49,3562.92,12.69
